set,path,label,x_min,y_min,empty0,empty1,x_max,y_max,empty2,empty3
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.27708333333333335,0.5304449648711944,,,0.31875,0.5679156908665105,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.7208333333333333,0.6042154566744731,,,0.75,0.6194379391100703,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.7375,0.5784543325526932,,,0.7625,0.5913348946135831,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.84375,0.6779859484777517,,,0.9291666666666667,0.7037470725995316,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.925,0.5889929742388759,,,0.99375,0.6147540983606558,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.3770833333333333,0.40866510538641687,,,0.43333333333333335,0.4414519906323185,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.33125,0.48360655737704916,,,0.38958333333333334,0.5175644028103045,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.8875,0.4297423887587822,,,0.9395833333333333,0.4648711943793911,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.7083333333333334,0.36885245901639346,,,0.7479166666666667,0.3981264637002342,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.07916666666666666,0.5690866510538641,,,0.12291666666666666,0.6030444964871194,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.014583333333333334,0.48009367681498827,,,0.075,0.5105386416861827,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.0875,0.4016393442622951,,,0.11875,0.4168618266978923,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.020833333333333332,0.639344262295082,,,0.052083333333333336,0.6545667447306791,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.08125,0.6662763466042154,,,0.10625,0.6814988290398126,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.13541666666666666,0.7505854800936768,,,0.16666666666666666,0.765807962529274,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.016666666666666666,0.19320843091334894,,,0.10416666666666667,0.2224824355971897,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.0125,0.36416861826697894,,,0.0875,0.4484777517564403,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.0020833333333333333,0.27634660421545665,,,0.025,0.29508196721311475,,
TRAIN,gs://climbing_holds/0003.jpg,climbing_hold,0.04583333333333333,0.08899297423887588,,,0.09583333333333334,0.11475409836065574,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.475,0.37822014051522246,,,0.575,0.4426229508196721,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.41875,0.4168618266978923,,,0.4625,0.44379391100702575,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.41458333333333336,0.594847775175644,,,0.45208333333333334,0.6112412177985949,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.5458333333333333,0.6756440281030445,,,0.575,0.6920374707259953,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.5270833333333333,0.3126463700234192,,,0.5875,0.33489461358313816,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.5416666666666666,0.30210772833723654,,,0.5916666666666667,0.3161592505854801,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.59375,0.02810304449648712,,,0.64375,0.05152224824355972,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.6875,0.08313817330210772,,,0.70625,0.09601873536299765,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.5104166666666666,0.00117096018735363,,,0.8166666666666667,0.17681498829039813,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.81875,0.00117096018735363,,,1.0,0.1791569086651054,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.8208333333333333,0.18149882903981265,,,1.0,0.4274004683840749,,
TRAIN,gs://climbing_holds/0004.jpg,climbing_hold,0.13541666666666666,0.18149882903981265,,,0.8208333333333333,0.5199063231850117,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.3625,0.5339578454332553,,,0.49583333333333335,0.5796252927400468,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.4125,0.4449648711943794,,,0.4625,0.46604215456674475,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.7458333333333333,0.36416861826697894,,,0.8333333333333334,0.4028103044496487,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.53125,0.4414519906323185,,,0.69375,0.5187353629976581,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.71875,0.4672131147540984,,,0.8145833333333333,0.5281030444964872,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.6354166666666666,0.3758782201405152,,,0.6791666666666667,0.3957845433255269,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.27708333333333335,0.43559718969555034,,,0.32708333333333334,0.4566744730679157,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.09375,0.319672131147541,,,0.15,0.36065573770491804,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.37916666666666665,0.48243559718969553,,,0.41458333333333336,0.5011709601873536,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.44583333333333336,0.3864168618266979,,,0.4895833333333333,0.4133489461358314,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.11041666666666666,0.5327868852459017,,,0.14791666666666667,0.5515222482435597,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.3458333333333333,0.6334894613583139,,,0.4166666666666667,0.6604215456674473,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.7729166666666667,0.522248243559719,,,0.8354166666666667,0.5714285714285714,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.4625,0.31733021077283374,,,0.5,0.33489461358313816,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.5458333333333333,0.3747072599531616,,,0.5875,0.3946135831381733,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.5875,0.33840749414519905,,,0.6125,0.35362997658079626,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.5645833333333333,0.33138173302107726,,,0.5916666666666667,0.34543325526932084,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.8875,0.4098360655737705,,,0.91875,0.42505854800936765,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.0375,0.4028103044496487,,,0.08958333333333333,0.4309133489461358,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.17708333333333334,0.3793911007025761,,,0.21458333333333332,0.3992974238875878,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.15208333333333332,0.41569086651053866,,,0.19375,0.43208430913348944,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.020833333333333332,0.3711943793911007,,,0.08333333333333333,0.39227166276346603,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.00625,0.33021077283372363,,,0.052083333333333336,0.3548009367681499,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.03125,0.5807962529274004,,,0.06875,0.6053864168618267,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.03333333333333333,0.5210772833723654,,,0.08333333333333333,0.544496487119438,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.46458333333333335,0.6276346604215457,,,0.5041666666666667,0.6463700234192038,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.5229166666666667,0.5398126463700235,,,0.5458333333333333,0.5538641686182669,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.00625,0.29859484777517564,,,0.05,0.31733021077283374,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.7020833333333333,0.36065573770491804,,,0.8604166666666667,0.4332552693208431,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.8208333333333333,0.5046838407494145,,,0.8729166666666667,0.5409836065573771,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.9375,0.6194379391100703,,,1.0,0.65807962529274,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.8833333333333333,0.6920374707259953,,,0.9145833333333333,0.7072599531615925,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.8208333333333333,0.680327868852459,,,0.9375,0.7423887587822015,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.6833333333333333,0.5327868852459017,,,0.70625,0.5421545667447307,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.7083333333333334,0.5421545667447307,,,0.7270833333333333,0.5515222482435597,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.9458333333333333,0.47423887587822017,,,1.0,0.5117096018735363,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.9020833333333333,0.4519906323185012,,,0.9979166666666667,0.5245901639344263,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.70625,0.4918032786885246,,,0.76875,0.5339578454332553,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.5166666666666667,0.5023419203747073,,,0.55625,0.5210772833723654,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.5083333333333333,0.5960187353629977,,,0.5354166666666667,0.6100702576112412,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.5708333333333333,0.5187353629976581,,,0.6083333333333333,0.5362997658079626,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.0020833333333333333,0.5843091334894613,,,0.03125,0.6065573770491803,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.675,0.6030444964871194,,,0.71875,0.6182669789227166,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.7916666666666666,0.7857142857142857,,,0.8416666666666667,0.8009367681498829,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.8375,0.775175644028103,,,0.875,0.7915690866510539,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.8625,0.7517564402810304,,,0.9020833333333333,0.7693208430913349,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.7104166666666667,0.680327868852459,,,0.7333333333333333,0.6943793911007026,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.6895833333333333,0.6651053864168618,,,0.7083333333333334,0.680327868852459,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.9166666666666666,0.5936768149882904,,,0.9333333333333333,0.6053864168618267,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.31875,0.6416861826697893,,,0.35,0.6592505854800936,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.15,0.5515222482435597,,,0.20208333333333334,0.5960187353629977,,
TRAIN,gs://climbing_holds/0005.jpg,climbing_hold,0.38958333333333334,0.5784543325526932,,,0.4395833333333333,0.5913348946135831,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.20208333333333334,0.37333333333333335,,,0.24166666666666667,0.41,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.31875,0.3566666666666667,,,0.35833333333333334,0.38333333333333336,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.3458333333333333,0.3283333333333333,,,0.375,0.36666666666666664,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.38333333333333336,0.31666666666666665,,,0.4083333333333333,0.35833333333333334,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.42916666666666664,0.22333333333333333,,,0.525,0.33166666666666667,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.7,0.37833333333333335,,,0.7791666666666667,0.43333333333333335,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.7875,0.3433333333333333,,,0.8604166666666667,0.37666666666666665,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.18541666666666667,0.5933333333333334,,,0.225,0.62,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.05,0.615,,,0.08125,0.635,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.16666666666666666,0.5816666666666667,,,0.18958333333333333,0.5966666666666667,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.11666666666666667,0.41,,,0.20208333333333334,0.47333333333333333,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.2791666666666667,0.26,,,0.36875,0.31666666666666665,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.09791666666666667,0.18833333333333332,,,0.18541666666666667,0.24833333333333332,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.15,0.315,,,0.17916666666666667,0.3416666666666667,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.22916666666666666,0.12166666666666667,,,0.275,0.15,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.09791666666666667,0.11333333333333333,,,0.12916666666666668,0.13666666666666666,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.5895833333333333,0.16,,,0.6145833333333334,0.18333333333333332,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.59375,0.10333333333333333,,,0.61875,0.125,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.78125,0.016666666666666666,,,0.8020833333333334,0.043333333333333335,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.8729166666666667,0.09166666666666666,,,0.9145833333333333,0.12666666666666668,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.6770833333333334,0.13166666666666665,,,0.85625,0.21333333333333335,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.7333333333333333,0.21666666666666667,,,0.7708333333333334,0.25666666666666665,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.7583333333333333,0.30666666666666664,,,0.7895833333333333,0.3333333333333333,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.5208333333333334,0.42333333333333334,,,0.58125,0.4483333333333333,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.6666666666666666,0.44333333333333336,,,0.7083333333333334,0.465,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.8020833333333334,0.435,,,0.8625,0.465,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.4791666666666667,0.13,,,0.5791666666666667,0.155,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.5041666666666667,0.10833333333333334,,,0.58125,0.13833333333333334,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.33541666666666664,0.16,,,0.375,0.235,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.36041666666666666,0.15833333333333333,,,0.4,0.22,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.5333333333333333,0.016666666666666666,,,0.5666666666666667,0.03333333333333333,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.3375,0.5533333333333333,,,0.43125,0.58,,
TRAIN,gs://climbing_holds/0006.jpg,climbing_hold,0.9416666666666667,0.46,,,0.9770833333333333,0.5033333333333333,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.49375,0.41920374707259955,,,0.7395833333333334,0.5046838407494145,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.12083333333333333,0.6592505854800936,,,0.21458333333333332,0.7587822014051522,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.525,0.2576112412177986,,,0.6145833333333334,0.32903981264637,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.16458333333333333,0.16510538641686182,,,0.23125,0.19437939110070257,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.8104166666666667,0.41100702576112413,,,0.8458333333333333,0.4344262295081967,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.45208333333333334,0.28454332552693207,,,0.5145833333333333,0.382903981264637,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.30625,0.19672131147540983,,,0.35208333333333336,0.22365339578454332,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.6541666666666667,0.1955503512880562,,,0.7166666666666667,0.27400468384074944,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.7041666666666667,0.2611241217798595,,,0.775,0.3185011709601874,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.875,0.2154566744730679,,,0.9208333333333333,0.25175644028103045,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.25,0.32435597189695553,,,0.28958333333333336,0.34543325526932084,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.2625,0.7505854800936768,,,0.3125,0.7681498829039812,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.375,0.02810304449648712,,,0.5083333333333333,0.06557377049180328,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.53125,0.02810304449648712,,,0.70625,0.07611241217798595,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.21666666666666667,0.09250585480093677,,,0.25833333333333336,0.11124121779859485,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.5833333333333334,0.14637002341920374,,,0.6770833333333334,0.20140515222482436,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.45208333333333334,0.39227166276346603,,,0.51875,0.4309133489461358,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.5979166666666667,0.22716627634660422,,,0.6416666666666667,0.25644028103044497,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.5770833333333333,0.2810304449648712,,,0.6979166666666666,0.34660421545667447,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.7083333333333334,0.48711943793911006,,,0.7541666666666667,0.5163934426229508,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.3958333333333333,0.09718969555035128,,,0.475,0.1358313817330211,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.26458333333333334,0.17330210772833723,,,0.3,0.1885245901639344,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.12083333333333333,0.7927400468384075,,,0.18958333333333333,0.8220140515222483,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.38125,0.5269320843091335,,,0.4375,0.550351288056206,,
TEST,gs://climbing_holds/0007.jpg,climbing_hold,0.19791666666666666,0.5339578454332553,,,0.23958333333333334,0.5550351288056206,,
